country,location_name,latitude,longitude,last_updated,temperature_fahrenheit,wind_mph,humidity,cloud,uv_index
Cameroon,Ngaoundere,7.3167,13.5833,2024-11-12,81,7.2,32,4,7
Canada,Ottawa,45.4167,-75.7,2024-11-12,36.3,18.1,87,75,0
Central African Republic,Bangui,4.3667,18.5833,2024-11-12,86.1,3.6,60,12,8.1
Chad,N'djamena,12.1131,15.0492,2024-11-12,90.3,18.6,17,3,5.6
Chile,Santiago,-33.45,-70.6667,2024-11-12,53.6,2.2,62,0,0
China,Beijing,39.9289,116.3883,2024-11-12,59.2,3.4,51,0,0
Bulgaria,Bogot,43.3167,24.7,2024-11-12,38.4,2.9,95,100,1
Comoros,Moroni,-11.7042,43.2403,2024-11-12,82.1,7.2,74,72,13.6
Congo,Brazzaville,-4.2592,15.2847,2024-11-12,84.6,3.4,70,50,8.9
Costa Rica,San Ignacio,9.8,-84.1667,2024-11-12,58.9,2.7,97,85,0
Croatia,Zagreb,45.8,16,2024-11-12,39.4,4.3,87,100,0.9
Cuba,Havana,23.1319,-82.3642,2024-11-12,77.2,7.2,94,50,0
Cyprus,Nicosia,35.1667,33.3667,2024-11-12,72.1,5.6,61,50,3
Czech Republic,Prague,50.0833,14.4667,2024-11-12,32,2.9,100,100,0.5
Democratic Republic of Congo,Kinshasa,-4.3,15.3,2024-11-12,84.6,3.4,70,50,8.9
Denmark,Copenhagen,55.6667,12.5833,2024-11-12,45.3,4.7,87,75,0.2
Djibouti,Djibouti,11.595,43.1481,2024-11-12,84.9,12.5,57,5,8.5
Dominica,Roseau,15.3,-61.4,2024-11-12,81.6,12.8,73,21,0
Dominican Republic,Santo Domingo,18.4667,-69.9,2024-11-12,75.2,4.3,94,50,0
Ecuador,Quito,-0.2167,-78.5,2024-11-12,50.3,2.9,87,60,0
Egypt,Cairo,30.05,31.25,2024-11-12,72.1,9.4,61,25,4.1
El Salvador,San Salvador,13.7086,-89.2031,2024-11-12,68.1,2.2,97,100,0
Equatorial Guinea,Malabo,3.75,8.7833,2024-11-12,86.4,3.4,79,50,5.6
Eritrea,Asmara,15.3333,38.9333,2024-11-12,60.9,7.2,70,85,8.7
Estonia,Tallinn,59.4339,24.7281,2024-11-12,41.4,13.6,93,100,0.2
Swaziland,Mbabane,-26.3167,31.1333,2024-11-12,65.4,4.5,81,61,2.9
Ethiopia,Addis Ababa,9.0333,38.7,2024-11-12,66.6,7.2,47,8,11.3
Fiji Islands,Suva,-18.1333,178.4167,2024-11-12,77,8.7,100,75,0
Finland,Helsinki,60.1756,24.9342,2024-11-12,39.7,10.7,93,75,0.2
France,Paris,48.8667,2.3333,2024-11-12,50.4,14.3,87,75,0.3
Gabon,Libreville,0.3833,9.45,2024-11-12,84.6,6.7,79,50,6.6
Gambia,Banjul,13.4531,-16.5775,2024-11-12,75.4,11.6,57,0,0.9
Georgia,Tbilisi,41.725,44.7908,2024-11-12,55.8,2.2,54,0,0.8
Germany,Berlin,52.5167,13.4,2024-11-12,39.6,4.9,87,75,0.4
Ghana,Accra,5.55,-0.2167,2024-11-12,82.8,4.5,84,0,3.8
Greece,Athens,37.9795,23.7162,2024-11-12,59.4,5.1,63,50,2
Grenada,Saint George's,12.05,-61.75,2024-11-12,79,13,89,25,0
Guatemala,Guatemala City,14.6211,-90.5269,2024-11-12,62.8,3.1,88,0,0
Guinea,Conakry,9.5092,-13.7122,2024-11-12,82.6,5.1,84,50,1.4
Guinea-Bissau,Bissau,11.85,-15.5833,2024-11-12,75.7,4.3,89,0,1
Guyana,Georgetown,6.8,-58.1667,2024-11-12,75.4,8.1,94,75,0
Haiti,Port-Au-Prince,18.5392,-72.335,2024-11-12,69.1,4,91,86,0
Vatican City,Vatican City,41.904,12.453,2024-11-12,55.8,6.5,62,0,1.1
Honduras,Tegucigalpa,14.1,-87.2167,2024-11-12,64.4,2.9,94,25,0
Hungary,Budapest,47.5,19.0833,2024-11-12,42.7,2.2,43,46,0.8
Iceland,Vestmannaeyjar,63.365,-20.2075,2024-11-12,51.8,31.8,94,100,0
India,New Delhi,28.6,77.2,2024-11-12,90,4.3,32,0,2.7
Indonesia,Jakarta,-6.2146,106.8451,2024-11-12,86.5,6.5,70,50,2.1
Iran,Tehran,35.7261,51.3304,2024-11-12,64.8,6.3,56,75,3
Iraq,Baghdad,33.3386,44.3939,2024-11-12,77,12.5,47,0,3.6
Ireland,Dublin,53.3331,-6.2489,2024-11-12,42.5,2.2,89,9,0.1
Israel,Jerusalem,31.78,35.23,2024-11-12,64.9,2.2,56,0,4.3
Italy,Rome,41.9,12.4833,2024-11-12,55.8,6.5,62,0,1.1
Jamaica,Port Royal,17.9333,-76.85,2024-11-12,80.6,2.5,89,25,0
Japan,Tokyo,35.6895,139.6917,2024-11-12,65.3,5.4,68,76,0
Jordan,Amman,31.95,35.9333,2024-11-12,64.9,2.2,56,25,4.4
Kazakhstan,Astana,51.1811,71.4278,2024-11-12,12.4,10.1,85,75,0.9
Kenya,Nairobi,-1.2833,36.8167,2024-11-12,73.4,11,50,75,10.3
Kiribati,Tarawa,-0.8833,169.5333,2024-11-12,83.1,16.3,67,42,0
Kuwait,Kuwait City,29.3667,47.96,2024-11-12,90.3,7.4,22,0,4.7
Kyrghyzstan,Bishkek,42.8731,74.6003,2024-11-12,44.4,3.6,59,20,1.2
Indonesia,Laos,-8.1826,114.3188,2024-11-12,81.6,2.2,80,55,0.9
Latvia,Riga,56.95,24.1,2024-11-12,37.9,5.8,93,100,0.4
Lebanon,Beirut,33.8719,35.5097,2024-11-12,73.4,9.6,65,50,3.6
Lesotho,Maseru,-29.3167,27.4833,2024-11-12,70.6,11,44,25,12
Liberia,Monrovia,6.3106,-10.8047,2024-11-12,79,6,94,75,2
Thailand,Nan,18.7833,100.7833,2024-11-12,90.1,2.2,49,25,1.5
Liechtenstein,Vaduz,47.1333,9.5167,2024-11-12,31.7,2.2,97,100,0.2
Lithuania,Vilnius,54.6833,25.3167,2024-11-12,34.2,3.1,86,100,0.6
Luxembourg,Luxembourg,49.6117,6.13,2024-11-12,43,8.9,100,75,0.2
Madagascar,Antananarivo,-18.9167,47.5167,2024-11-12,86.5,8.7,31,25,13.6
Malawi,Lilongwe,-13.9833,33.7833,2024-11-12,89,10.1,30,31,12.5
Malaysia,Kuala Lumpur,3.1667,101.7,2024-11-12,83,2.2,78,58,1.7
Maldives,Dhidhdhoo,6.8833,73.1,2024-11-12,83.4,10.3,71,67,7.1
Mali,Bamako,12.65,-8,2024-11-12,80.8,5.6,34,0,2.1
Malta,Valletta,35.8997,14.5147,2024-11-12,63,5.8,94,37,1.9
Marshall Islands,Majuro,7.1,171.3833,2024-11-12,83.1,9.2,84,100,0
Mauritania,Nouakchott,18.0864,-15.9753,2024-11-12,77.2,10.1,26,0,0.9
Mauritius,Port Louis,-20.1619,57.4989,2024-11-12,80.6,16.1,66,50,12.8
Mexico,Mexico City,19.4285,-99.1277,2024-11-12,54,3.4,50,0,0
Micronesia,Palikir,6.9167,158.15,2024-11-12,79.3,6.7,94,100,0
Iran,Chi Chi Khvar,36.2625,46.59,2024-11-12,54.6,11.9,47,75,3.3
Monaco,Monaco,43.7333,7.4167,2024-11-12,53.8,8.5,71,75,0.1
Mongolia,Ulaanbaatar,47.9167,106.9167,2024-11-12,23.9,4,48,10,0
Montenegro,Podgorica,42.4411,19.2636,2024-11-12,54.3,4.7,35,0,1.3
Morocco,Rabat,34.0253,-6.8361,2024-11-12,68.9,5.8,48,2,0.5
Mozambique,Maputo,-25.9653,32.5892,2024-11-12,73.9,6.5,89,75,8.3
Myanmar,Yangon,16.7833,96.1667,2024-11-12,91.9,5.1,67,50,2.2
Namibia,Windhoek,-22.5717,17.0822,2024-11-12,80.8,6.3,17,0,10.9
Turkey,Yaren,39.55,27.6167,2024-11-12,61.9,3.1,51,10,2
Nepal,Kathmandu,27.7167,85.3167,2024-11-12,73.4,4,38,25,1.3
Netherlands,Amsterdam,52.374,4.8897,2024-11-12,48.4,9.6,87,75,0.1
New Zealand,Wellington,-41.3,174.7833,2024-11-12,52.5,6.7,83,0,0
Nicaragua,Managua,12.1508,-86.2683,2024-11-12,72,2.2,91,60,0
Niger,Niamey,13.5167,2.1167,2024-11-12,77.2,9.6,24,0,3.6
Nigeria,Abuja,9.1758,7.1808,2024-11-12,82.9,2.2,84,0,4.8
North Korea,Pyongyang,39.0194,125.7547,2024-11-12,53.9,6.9,35,44,0
Macedonia,Skopje,42,21.4333,2024-11-12,44.6,2.2,76,75,0.9
Norway,Oslo,59.9167,10.75,2024-11-12,32.2,2.2,93,75,0.2
Oman,Muscat,23.6133,58.5933,2024-11-12,90.3,4.3,30,0,6
Pakistan,Islamabad,33.7,73.1667,2024-11-12,79.4,3.8,26,3,2.1
Palau,Airai,7.3575,134.5578,2024-11-12,86.5,4.9,70,75,0.4
Bolivia,National,-11.1833,-67.0833,2024-11-12,71.2,2.9,98,79,0
Panama,Panama City,8.9667,-79.5333,2024-11-12,79.2,7.6,84,75,0
Papua New Guinea,Port Moresby,-9.4647,147.1925,2024-11-12,78.8,11,89,40,0
Paraguay,Aurora,-23.4333,-61.3333,2024-11-12,61.1,10.3,64,78,0
Peru,Lima,-12.05,-77.05,2024-11-12,63.3,5.4,88,49,0
Philippines,Manila,14.6042,120.9822,2024-11-12,86.4,7.8,75,75,0.2
Poland,Warsaw,52.25,21,2024-11-12,33.8,2.2,93,75,0.6
Portugal,Lisbon,38.7167,-9.1333,2024-11-12,57.6,8.9,63,0,0.5
Qatar,Doha,25.2867,51.5333,2024-11-12,87.8,5.4,52,0,5.4
Romania,Bucharest,44.4333,26.1,2024-11-12,36.3,5.6,93,100,0.9
Russia,Moscow,55.7522,37.6156,2024-11-12,30.9,7.4,80,100,0.6
Rwanda,Kigali,-1.9536,30.0606,2024-11-12,72.1,2.2,69,50,12
Saint Kitts and Nevis,Basseterre,17.3,-62.7167,2024-11-12,82.7,17.2,75,70,0
Saint Lucia,Castries,14,-61,2024-11-12,81.2,14.8,77,61,0
Saint Vincent and the Grenadines,Kingstown,13.1333,-61.2167,2024-11-12,83.9,17.7,74,51,0
Samoa,Apia,-13.8333,-171.7333,2024-11-12,79.2,19.9,84,75,0
San Marino,San Marino,43.9333,12.45,2024-11-12,50.2,12.5,87,50,0.4
Belgium,'S Gravenjansdijk,51.25,3.6333,2024-11-12,48.6,15,87,75,0.1
Saudi Arabia,Riyadh,24.6408,46.7728,2024-11-12,84.4,6.3,22,0,6.1
Senegal,Dakar,14.6708,-17.4381,2024-11-12,79,14.8,79,0,0.7
Serbia,Belgrade,44.804,20.4651,2024-11-12,37.8,7.2,93,75,0.8
Seychelles Islands,Victoria,-4.6167,55.45,2024-11-12,81.1,5.8,89,75,12.3
Sierra Leone,Freetown,8.49,-13.2342,2024-11-12,81.9,2.9,74,9,1.6
Singapore,Singapore,1.2931,103.8558,2024-11-12,84.7,6.7,70,37,2.2
Slovakia,Bratislava,48.15,17.1167,2024-11-12,37.8,2.2,87,100,0.7
Slovenia,Ljubljana,46.0553,14.5144,2024-11-12,37.8,3.1,75,100,0.9
Solomon Islands,Honiara,-9.4333,159.95,2024-11-12,82.8,9.4,84,75,0
Somalia,Mogadishu,2.0667,45.3667,2024-11-12,84.7,9.2,79,50,11.5
South Africa,Pretoria,-25.7469,28.188,2024-11-12,71.7,11,54,72,9.3
South Korea,Seoul,37.5664,126.9997,2024-11-12,60.8,5.6,63,0,0
Sudan,Juba,12.15,24.45,2024-11-12,83.5,21.9,16,5,7.8
Spain,Madrid,40.4,-3.6833,2024-11-12,48.9,3.8,71,0,0.6
Sri Lanka,Colombo,6.9319,79.8478,2024-11-12,90.1,14.1,63,50,5.8
Sudan,Khartoum,15.5881,32.5342,2024-11-12,88.5,16.1,33,3,8
Suriname,Paramaribo,5.8333,-55.1667,2024-11-12,75.6,4.5,94,50,0
Sweden,Stockholm,59.3333,18.05,2024-11-12,37.9,5.6,93,0,0.2
Switzerland,Bern,46.9167,7.4667,2024-11-12,43.3,6.5,81,75,0.2
Syria,Damascus,33.5,36.3,2024-11-12,64.6,4,52,0,3.9
Tajikistan,Dushanbe,38.56,68.7739,2024-11-12,60.8,2.2,36,0,1.3
Tanzania,Dodoma,-6.1833,35.75,2024-11-12,86.8,8.5,26,9,13.3
Thailand,Bangkok,13.75,100.5167,2024-11-12,91.4,8.9,49,25,1.8
Timor-Leste,Dili,-8.5586,125.5736,2024-11-12,82.8,5.8,66,5,0.4
Vietnam,Ban Lom,21.1333,104.7,2024-11-12,83.8,2.9,62,87,1
Tonga,Nuku`Aloia,-21.1333,-175.2,2024-11-12,73.4,18.8,94,75,0
Trinidad and Tobago,Port Of Spain,10.65,-61.5167,2024-11-12,79.2,8.3,89,25,0
Tunisia,Tunis,36.8028,10.1797,2024-11-12,66.4,6,78,37,1.5
Turkey,Ankara,39.9272,32.8644,2024-11-12,54,2.2,62,0,2.3
Turkmenistan,Ashgabat,37.95,58.3833,2024-11-12,52.3,7.4,76,100,2.5
Tuvalu,Funafuti,-8.5167,179.2167,2024-11-12,84.6,11.4,79,75,0
Uganda,Kampala,0.3156,32.5656,2024-11-12,77.7,4.3,74,25,11.6
Ukraine,Kyiv,50.4333,30.5167,2024-11-12,39.9,5.1,62,7,0.9
United Arab Emirates,Abu Dhabi,24.4667,54.3667,2024-11-12,88.5,5.1,55,25,5.7
United Kingdom,London,51.5171,-0.1062,2024-11-12,46.9,11.9,87,50,0.2
United States of America,Washington Harbor,48.0792,-123.0439,2024-11-12,46.2,2.7,99,100,0
Uruguay,Montevideo,-34.8581,-56.1708,2024-11-12,55.8,10.1,72,50,0
Uzbekistan,Tashkent,41.3167,69.25,2024-11-12,59.7,3.6,39,0,1.1
Vanuatu,Port Vila,-17.7333,168.3167,2024-11-12,75.4,9.6,83,25,0
Venezuela,Caracas,10.5,-66.9167,2024-11-12,63.4,2.2,95,39,0
Vietnam,Hanoi,21.0333,105.85,2024-11-12,88.3,9.4,55,0,0.2
Yemen,Sanaa,15.3547,44.2067,2024-11-12,66.9,2.2,23,0,10.1
Zambia,Lusaka,-15.4167,28.2833,2024-11-12,89.5,2.2,32,46,11.4
Zimbabwe,Harare,-17.8178,31.0447,2024-11-12,84.5,11.9,34,28,10.4
Afghanistan,Kabul,34.5167,69.1833,2024-11-13,59.6,2.2,23,7,2.7
Albania,Tirana,41.3275,19.8189,2024-11-13,53.6,2.2,62,0,1.6
Algeria,Algiers,36.7631,3.0506,2024-11-13,66.4,8.5,52,50,1
Andorra,Andorra La Vella,42.5,1.5167,2024-11-13,36.6,4,96,94,0.2
Angola,Luanda,-8.8383,13.2344,2024-11-13,84.9,4.5,70,75,8.2
Antigua and Barbuda,Saint John's,17.1167,-61.85,2024-11-13,82.1,12.8,74,53,0
Argentina,Buenos Aires,-34.5875,-58.6725,2024-11-13,55.9,2.2,82,0,0
Armenia,Yerevan,40.1811,44.5136,2024-11-13,50.2,4.3,66,75,2.3
Australia,Canberra,-35.2833,149.2167,2024-11-13,63.1,9.6,72,75,0
Austria,Vienna,48.2,16.3667,2024-11-13,35.8,2.2,87,75,0.7
Azerbaijan,Baku,40.3953,49.8822,2024-11-13,52.2,6,58,75,1.7
Bahamas,Nassau,25.0833,-77.35,2024-11-13,79.2,20.4,79,50,0
Bahrain,Manama,26.2361,50.5831,2024-11-13,82.9,17,74,0,5.3
Bangladesh,Dhaka,23.7231,90.4086,2024-11-13,87.1,8.3,35,0,2.1
Barbados,Bridgetown,13.1,-59.6167,2024-11-13,82.6,14.5,84,75,0
Belarus,Minsk,53.9,27.5667,2024-11-13,34.2,4.5,86,100,0.6
Belgium,Brussels,50.8333,4.3333,2024-11-13,41.2,4.9,100,25,0.3
Belize,Belmopan,17.25,-88.7667,2024-11-13,69.8,2.9,95,22,0
Benin,Porto-Novo,6.4833,2.6167,2024-11-13,84.7,2.7,79,25,4.1
Bhutan,Thimphu,27.4833,89.6,2024-11-13,51.5,6.3,58,81,2
Bolivia,Sucre,-19.0431,-65.2592,2024-11-13,52.3,3.6,79,74,0
Bosnia and Herzegovina,Sarajevo,43.85,18.3833,2024-11-13,39.9,2.2,70,75,1.3
Botswana,Gaborone,-24.6464,25.9119,2024-11-13,77.2,5.6,61,25,11.7
Brazil,Bras,-2.0833,-58.1667,2024-11-13,78,4,70,15,0
Brunei Darussalam,Bandar Seri Begawan,4.8833,114.9333,2024-11-13,86.2,5.4,70,75,0.8
Bulgaria,Sofia,42.6833,23.3167,2024-11-13,39.9,2.2,100,75,0.2
Burkina Faso,Ouagadougou,12.3703,-1.5247,2024-11-13,81,8.1,45,0,2.9
Burundi,Bujumbura,-3.3761,29.36,2024-11-13,84.4,3.4,58,25,11.6
Madagascar,Ivory,-24.3667,46.45,2024-11-13,97.4,2.2,31,8,11.1
Cape Verde,Praia,14.9315,-23.5125,2024-11-13,71.8,11.2,88,25,0.5
Cambodia,Phnom Penh,11.55,104.9167,2024-11-13,92.1,3.4,67,50,0.8
Cameroon,Ngaoundere,7.3167,13.5833,2024-11-13,83,8.1,37,44,6.5
Canada,Ottawa,45.4167,-75.7,2024-11-13,28.9,3.8,74,0,0
Central African Republic,Bangui,4.3667,18.5833,2024-11-13,88.3,5.4,53,16,7.7
Chad,N'djamena,12.1131,15.0492,2024-11-13,86.4,17,24,0,5.4
Chile,Santiago,-33.45,-70.6667,2024-11-13,61.2,2.2,51,0,0
China,Beijing,39.9289,116.3883,2024-11-13,50.5,2.2,100,100,0
Bulgaria,Bogot,43.3167,24.7,2024-11-13,38.6,2.2,92,100,0.1
Comoros,Moroni,-11.7042,43.2403,2024-11-13,79.3,4.5,78,91,11.7
Congo,Brazzaville,-4.2592,15.2847,2024-11-13,88.9,3.4,57,18,8.8
Costa Rica,San Ignacio,9.8,-84.1667,2024-11-13,60.1,2.2,99,100,0
Croatia,Zagreb,45.8,16,2024-11-13,37.9,2.2,87,100,0.9
Cuba,Havana,23.1319,-82.3642,2024-11-13,75.9,14.3,100,50,0
Cyprus,Nicosia,35.1667,33.3667,2024-11-13,72.3,7.6,61,25,3
Czech Republic,Prague,50.0833,14.4667,2024-11-13,35.8,4,87,100,0.5
Democratic Republic of Congo,Kinshasa,-4.3,15.3,2024-11-13,88.7,3.4,58,18,8.8
Denmark,Copenhagen,55.6667,12.5833,2024-11-13,44.6,7.2,93,100,0.3
Djibouti,Djibouti,11.595,43.1481,2024-11-13,89.8,10.3,63,50,9.1
Dominica,Roseau,15.3,-61.4,2024-11-13,81.4,9.4,77,75,0
Dominican Republic,Santo Domingo,18.4667,-69.9,2024-11-13,75.7,2.9,100,50,0
Ecuador,Quito,-0.2167,-78.5,2024-11-13,49.2,2.2,89,54,0
Egypt,Cairo,30.05,31.25,2024-11-13,74.1,14.1,65,50,3
El Salvador,San Salvador,13.7086,-89.2031,2024-11-13,68.6,3.1,98,90,0
Equatorial Guinea,Malabo,3.75,8.7833,2024-11-13,82.4,6.7,94,50,5.6
Eritrea,Asmara,15.3333,38.9333,2024-11-13,61.7,4.9,72,86,7.1
Estonia,Tallinn,59.4339,24.7281,2024-11-13,41.4,11.9,93,75,0.2
Swaziland,Mbabane,-26.3167,31.1333,2024-11-13,77.5,11.6,57,25,11.9
Ethiopia,Addis Ababa,9.0333,38.7,2024-11-13,66.7,3.6,49,25,11
Fiji Islands,Suva,-18.1333,178.4167,2024-11-13,79.2,8.5,94,75,0
Finland,Helsinki,60.1756,24.9342,2024-11-13,39.4,12.8,93,75,0.3
France,Paris,48.8667,2.3333,2024-11-13,46.9,7.8,87,100,0.4
Gabon,Libreville,0.3833,9.45,2024-11-13,81,8.1,94,50,6.7
Gambia,Banjul,13.4531,-16.5775,2024-11-13,78.8,10.3,47,4,0.9
Georgia,Tbilisi,41.725,44.7908,2024-11-13,46.6,5.8,100,100,0.7
Germany,Berlin,52.5167,13.4,2024-11-13,43.3,6.5,93,100,0.5
Ghana,Accra,5.55,-0.2167,2024-11-13,82.9,3.6,84,25,3.8
Greece,Athens,37.9795,23.7162,2024-11-13,59.4,2.2,94,75,1.6
Grenada,Saint George's,12.05,-61.75,2024-11-13,79,11.9,89,25,0
Guatemala,Guatemala City,14.6211,-90.5269,2024-11-13,64.8,2.7,94,50,0
Guinea,Conakry,9.5092,-13.7122,2024-11-13,81.3,2.2,84,75,1.4
Guinea-Bissau,Bissau,11.85,-15.5833,2024-11-13,79.3,4.7,57,11,0.9
Guyana,Georgetown,6.8,-58.1667,2024-11-13,75.7,8.9,100,50,0
Haiti,Port-Au-Prince,18.5392,-72.335,2024-11-13,68.3,4,92,48,0
Vatican City,Vatican City,41.904,12.453,2024-11-13,50.2,4.9,71,0,0.8
Honduras,Tegucigalpa,14.1,-87.2167,2024-11-13,62.4,2.2,95,62,0
Hungary,Budapest,47.5,19.0833,2024-11-13,36,4.5,87,100,0.9
Iceland,Vestmannaeyjar,63.365,-20.2075,2024-11-13,45,24.2,81,100,0
India,New Delhi,28.6,77.2,2024-11-13,87.7,6.5,17,0,2.5
Indonesia,Jakarta,-6.2146,106.8451,2024-11-13,91.8,11.6,59,50,1.4
Iran,Tehran,35.7261,51.3304,2024-11-13,52,3.8,76,100,0.5
Iraq,Baghdad,33.3386,44.3939,2024-11-13,72.3,12.8,50,0,3.5
Ireland,Dublin,53.3331,-6.2489,2024-11-13,35.8,5.1,100,75,0.1
Israel,Jerusalem,31.78,35.23,2024-11-13,66.8,2.9,48,0,4.1
Italy,Rome,41.9,12.4833,2024-11-13,50.2,4.9,71,0,0.8
Jamaica,Port Royal,17.9333,-76.85,2024-11-13,79.3,3.6,94,50,0
Japan,Tokyo,35.6895,139.6917,2024-11-13,61.9,14.3,53,32,0
Jordan,Amman,31.95,35.9333,2024-11-13,70.3,4.7,49,0,4.2
Kazakhstan,Astana,51.1811,71.4278,2024-11-13,19.8,16.6,93,100,0.6
Kenya,Nairobi,-1.2833,36.8167,2024-11-13,72.1,6.9,65,75,13.3
Kiribati,Tarawa,-0.8833,169.5333,2024-11-13,83,15,68,77,0
Kuwait,Kuwait City,29.3667,47.96,2024-11-13,80.8,13.4,33,0,4
Kyrghyzstan,Bishkek,42.8731,74.6003,2024-11-13,36.9,4.9,97,100,0.2
Indonesia,Laos,-8.1826,114.3188,2024-11-13,85.9,4.7,61,6,1.2
Latvia,Riga,56.95,24.1,2024-11-13,37.9,5.8,100,100,0.3
Lebanon,Beirut,33.8719,35.5097,2024-11-13,73.6,4.3,65,50,3.4
Lesotho,Maseru,-29.3167,27.4833,2024-11-13,68.5,2.2,60,25,12.6
Liberia,Monrovia,6.3106,-10.8047,2024-11-13,79.3,5.6,84,25,1.7
Thailand,Nan,18.7833,100.7833,2024-11-13,89.8,2.2,52,0,1.5
Liechtenstein,Vaduz,47.1333,9.5167,2024-11-13,29.3,2.2,83,16,0.7
Lithuania,Vilnius,54.6833,25.3167,2024-11-13,30.7,3.6,93,100,0.5
Luxembourg,Luxembourg,49.6117,6.13,2024-11-13,39.2,8.9,87,25,0.4
Madagascar,Antananarivo,-18.9167,47.5167,2024-11-13,86.2,8.9,24,25,14
Malawi,Lilongwe,-13.9833,33.7833,2024-11-13,89.5,9.8,31,31,12.6
Malaysia,Kuala Lumpur,3.1667,101.7,2024-11-13,82.9,2.2,79,25,1.9
Maldives,Dhidhdhoo,6.8833,73.1,2024-11-13,83.2,9.2,70,56,7.5
Mali,Bamako,12.65,-8,2024-11-13,77.4,2.2,41,0,2.1
Malta,Valletta,35.8997,14.5147,2024-11-13,72,9.4,73,25,2
Marshall Islands,Majuro,7.1,171.3833,2024-11-13,82.9,11.6,84,100,0
Mauritania,Nouakchott,18.0864,-15.9753,2024-11-13,75.8,9.8,28,0,0.9
Mauritius,Port Louis,-20.1619,57.4989,2024-11-13,82.8,5.8,62,50,12.6
Mexico,Mexico City,19.4285,-99.1277,2024-11-13,54,2.2,58,25,0
Micronesia,Palikir,6.9167,158.15,2024-11-13,82.8,12.1,89,100,0
Iran,Chi Chi Khvar,36.2625,46.59,2024-11-13,43.3,4.3,82,100,1.9
Monaco,Monaco,43.7333,7.4167,2024-11-13,54,2.2,50,0,0.8
Mongolia,Ulaanbaatar,47.9167,106.9167,2024-11-13,23.1,3.8,64,24,0
Montenegro,Podgorica,42.4411,19.2636,2024-11-13,54,2.2,35,0,1.5
Morocco,Rabat,34.0253,-6.8361,2024-11-13,61.3,11.4,100,50,0.7
Mozambique,Maputo,-25.9653,32.5892,2024-11-13,80.6,2.9,70,50,11.4
Myanmar,Yangon,16.7833,96.1667,2024-11-13,93.2,4.5,63,50,2.2
Namibia,Windhoek,-22.5717,17.0822,2024-11-13,80.8,13,15,0,11.3
Turkey,Yaren,39.55,27.6167,2024-11-13,64.5,3.1,50,44,1.7
Nepal,Kathmandu,27.7167,85.3167,2024-11-13,65.3,4.3,67,87,0.8
Netherlands,Amsterdam,52.374,4.8897,2024-11-13,46.8,2.9,100,25,0.2
New Zealand,Wellington,-41.3,174.7833,2024-11-13,56.6,9.8,76,16,0
Nicaragua,Managua,12.1508,-86.2683,2024-11-13,77.2,2.9,94,50,0
Niger,Niamey,13.5167,2.1167,2024-11-13,82.9,11.9,25,0,3
Nigeria,Abuja,9.1758,7.1808,2024-11-13,84.9,3.8,45,0,4.7
North Korea,Pyongyang,39.0194,125.7547,2024-11-13,55.6,2.7,49,20,0
Macedonia,Skopje,42,21.4333,2024-11-13,44.8,2.5,70,100,1.2
Norway,Oslo,59.9167,10.75,2024-11-13,32.4,2.2,100,60,0.2
Oman,Muscat,23.6133,58.5933,2024-11-13,88.3,7.8,52,0,5.7
Pakistan,Islamabad,33.7,73.1667,2024-11-13,78.6,5.1,25,2,2.1
Palau,Airai,7.3575,134.5578,2024-11-13,83.1,4.5,84,75,0.5
Bolivia,National,-11.1833,-67.0833,2024-11-13,71.7,4.3,99,100,0
Panama,Panama City,8.9667,-79.5333,2024-11-13,75.8,6.7,91,74,0
Papua New Guinea,Port Moresby,-9.4647,147.1925,2024-11-13,82.6,10.5,84,75,0
Paraguay,Aurora,-23.4333,-61.3333,2024-11-13,54.2,2.2,69,0,0
Peru,Lima,-12.05,-77.05,2024-11-13,63.3,3.4,85,62,0
Philippines,Manila,14.6042,120.9822,2024-11-13,83.1,2.7,84,75,0.2
Poland,Warsaw,52.25,21,2024-11-13,33.8,3.6,93,75,0.6
Portugal,Lisbon,38.7167,-9.1333,2024-11-13,52,14.8,54,0,0.4
Qatar,Doha,25.2867,51.5333,2024-11-13,93.2,15.2,34,0,5.6
Romania,Bucharest,44.4333,26.1,2024-11-13,39.4,6,93,100,0.4
Russia,Moscow,55.7522,37.6156,2024-11-13,32.4,6,93,75,0.4
Rwanda,Kigali,-1.9536,30.0606,2024-11-13,79.2,3.8,48,50,12.1
Saint Kitts and Nevis,Basseterre,17.3,-62.7167,2024-11-13,82.7,13,73,56,0
Saint Lucia,Castries,14,-61,2024-11-13,81,10.3,84,75,0
Saint Vincent and the Grenadines,Kingstown,13.1333,-61.2167,2024-11-13,82.9,15.7,76,67,0
Samoa,Apia,-13.8333,-171.7333,2024-11-13,79.3,23.3,94,75,0
San Marino,San Marino,43.9333,12.45,2024-11-13,48.4,10.1,71,75,0.7
Belgium,'S Gravenjansdijk,51.25,3.6333,2024-11-13,43.5,2.7,93,50,0.3
Saudi Arabia,Riyadh,24.6408,46.7728,2024-11-13,88.5,2.9,17,0,6.4
Senegal,Dakar,14.6708,-17.4381,2024-11-13,77.5,10.5,94,0,0.9
Serbia,Belgrade,44.804,20.4651,2024-11-13,41.5,3.8,81,75,1.2
Seychelles Islands,Victoria,-4.6167,55.45,2024-11-13,82.6,3.1,79,50,3.6
Sierra Leone,Freetown,8.49,-13.2342,2024-11-13,81.9,2.9,74,76,1.5
