country,location_name,latitude,longitude,last_updated,temperature_fahrenheit,wind_mph,humidity,cloud,uv_index
Malawi,Lilongwe,-13.9833,33.7833,2024-11-10,84.5,10.5,39,9,10
Malaysia,Kuala Lumpur,3.1667,101.7,2024-11-10,86.2,7.2,75,50,5.5
Maldives,Dhidhdhoo,6.8833,73.1,2024-11-10,82.3,2.2,69,77,10
Mali,Bamako,12.65,-8,2024-11-10,75.2,7.6,27,17,0.6
Malta,Valletta,35.8997,14.5147,2024-11-10,70,10.1,64,25,0.9
Marshall Islands,Majuro,7.1,171.3833,2024-11-10,84.3,19.2,69,58,0
Mauritania,Nouakchott,18.0864,-15.9753,2024-11-10,76.2,12.1,30,0,0.2
Mauritius,Port Louis,-20.1619,57.4989,2024-11-10,82.6,13.2,74,50,12.5
Mexico,Mexico City,19.4285,-99.1277,2024-11-10,58,2.9,89,100,0
Micronesia,Palikir,6.9167,158.15,2024-11-10,84.9,14.5,79,100,0
Iran,Chi Chi Khvar,36.2625,46.59,2024-11-10,51.2,2.2,46,44,3.8
Monaco,Monaco,43.7333,7.4167,2024-11-10,59,2.2,63,0,0.9
Mongolia,Ulaanbaatar,47.9167,106.9167,2024-11-10,19.2,4.5,92,35,0.3
Montenegro,Podgorica,42.4411,19.2636,2024-11-10,59.4,2.2,59,0,1.4
Morocco,Rabat,34.0253,-6.8361,2024-11-10,68.2,4.5,71,8,0.7
Mozambique,Maputo,-25.9653,32.5892,2024-11-10,81.2,2.2,66,47,10.5
Myanmar,Yangon,16.7833,96.1667,2024-11-10,84.9,6,69,21,2
Namibia,Windhoek,-22.5717,17.0822,2024-11-10,79.3,15.4,28,0,10.8
Turkey,Yaren,39.55,27.6167,2024-11-10,56.1,12.3,67,75,1.3
Nepal,Kathmandu,27.7167,85.3167,2024-11-10,68,4.3,66,87,1.5
Netherlands,Amsterdam,52.374,4.8897,2024-11-10,46.6,4.7,100,75,0.2
Russia,Moscow,55.7522,37.6156,2024-11-15,32.7,8.9,93,100,0.3
New Zealand,Wellington,-41.3,174.7833,2024-11-10,59,21.7,77,100,0
Nicaragua,Managua,12.1508,-86.2683,2024-11-10,71.2,3.1,94,77,0
Niger,Niamey,13.5167,2.1167,2024-11-10,82.4,13.6,15,0,3.4
Nigeria,Abuja,9.1758,7.1808,2024-11-10,82.9,2.9,51,0,2.2
North Korea,Pyongyang,39.0194,125.7547,2024-11-10,56.7,5.8,52,46,0
Macedonia,Skopje,42,21.4333,2024-11-10,46.9,2.2,57,0,1.4
Norway,Oslo,59.9167,10.75,2024-11-10,42.4,2.2,90,100,0
Oman,Muscat,23.6133,58.5933,2024-11-10,86.1,5.6,48,0,6.2
Pakistan,Islamabad,33.7,73.1667,2024-11-10,82.1,6.5,27,4,2
Palau,Airai,7.3575,134.5578,2024-11-10,86,7.8,75,75,0.5
Bolivia,National,-11.1833,-67.0833,2024-11-10,72.4,2.2,99,100,0
Panama,Panama City,8.9667,-79.5333,2024-11-10,74.8,6.7,90,44,0
Papua New Guinea,Port Moresby,-9.4647,147.1925,2024-11-10,79,13.4,85,41,0
Paraguay,Aurora,-23.4333,-61.3333,2024-11-10,71.4,6.5,57,3,0
Peru,Lima,-12.05,-77.05,2024-11-10,60.9,5.4,86,48,0
Philippines,Manila,14.6042,120.9822,2024-11-10,84.5,2.2,72,29,0.2
Poland,Warsaw,52.25,21,2024-11-10,36,6.9,87,100,0.4
Portugal,Lisbon,38.7167,-9.1333,2024-11-10,61.2,5.4,77,0,0.4
Qatar,Doha,25.2867,51.5333,2024-11-10,86.5,6,59,0,5.6
Romania,Bucharest,44.4333,26.1,2024-11-10,43,9.2,81,75,0.1
Russia,Moscow,55.7522,37.6156,2024-11-10,39.6,8.7,70,75,0.5
Rwanda,Kigali,-1.9536,30.0606,2024-11-10,79.4,4,40,31,9.9
Saint Kitts and Nevis,Basseterre,17.3,-62.7167,2024-11-10,83.2,9.4,75,71,0
Saint Lucia,Castries,14,-61,2024-11-10,80.7,8.5,80,90,0
Saint Vincent and the Grenadines,Kingstown,13.1333,-61.2167,2024-11-10,84.3,15.9,75,84,0
Samoa,Apia,-13.8333,-171.7333,2024-11-10,79,15.4,89,75,0
San Marino,San Marino,43.9333,12.45,2024-11-10,53.7,6.7,82,6,0.5
Belgium,'S Gravenjansdijk,51.25,3.6333,2024-11-10,48.4,3.1,100,100,0
Saudi Arabia,Riyadh,24.6408,46.7728,2024-11-10,84.2,6.3,23,0,6.1
Senegal,Dakar,14.6708,-17.4381,2024-11-10,79.9,16.1,46,0,0.9
Serbia,Belgrade,44.804,20.4651,2024-11-10,45.7,6.5,52,0,1.2
Seychelles Islands,Victoria,-4.6167,55.45,2024-11-10,82.7,9.4,75,65,12.1
Sierra Leone,Freetown,8.49,-13.2342,2024-11-10,81.3,3.1,74,6,1.6
Singapore,Singapore,1.2931,103.8558,2024-11-10,81.1,8.5,84,25,4.8
Slovakia,Bratislava,48.15,17.1167,2024-11-10,45.4,2.2,46,1,0.9
Slovenia,Ljubljana,46.0553,14.5144,2024-11-10,45.1,2.2,66,0,1
Solomon Islands,Honiara,-9.4333,159.95,2024-11-10,79.2,6.5,94,75,0
Somalia,Mogadishu,2.0667,45.3667,2024-11-10,86.2,8.9,79,50,10.3
South Africa,Pretoria,-25.7469,28.188,2024-11-10,73.9,10.1,65,0,9.4
South Korea,Seoul,37.5664,126.9997,2024-11-10,63.1,3.4,68,0,0
Sudan,Juba,12.15,24.45,2024-11-10,85.3,19,16,8,7.8
Spain,Madrid,40.4,-3.6833,2024-11-10,52.2,2.2,71,50,0.6
Sri Lanka,Colombo,6.9319,79.8478,2024-11-10,85.8,16.3,65,7,6
Sudan,Khartoum,15.5881,32.5342,2024-11-10,89.1,16.8,23,11,8
Suriname,Paramaribo,5.8333,-55.1667,2024-11-10,75.4,6.3,100,25,0
Sweden,Stockholm,59.3333,18.05,2024-11-10,45.4,4.7,73,74,0.3
Switzerland,Bern,46.9167,7.4667,2024-11-10,48.6,2.2,74,2,0.7
Syria,Damascus,33.5,36.3,2024-11-10,68.7,12.1,32,10,3.8
Tajikistan,Dushanbe,38.56,68.7739,2024-11-10,61.5,2.2,55,0,3
Tanzania,Dodoma,-6.1833,35.75,2024-11-10,86.2,9.4,31,18,12.9
Thailand,Bangkok,13.75,100.5167,2024-11-10,91.8,6.3,44,25,1.6
Timor-Leste,Dili,-8.5586,125.5736,2024-11-10,83,6.9,64,9,0.4
Vietnam,Ban Lom,21.1333,104.7,2024-11-10,81.6,2.5,58,7,1.1
Tonga,Nuku`Aloia,-21.1333,-175.2,2024-11-10,73.4,20.8,89,25,0
Trinidad and Tobago,Port Of Spain,10.65,-61.5167,2024-11-10,76.8,6,90,23,0
Tunisia,Tunis,36.8028,10.1797,2024-11-10,68.2,8.3,83,50,0.8
Turkey,Ankara,39.9272,32.8644,2024-11-10,54.4,4.7,37,59,2.3
Turkmenistan,Ashgabat,37.95,58.3833,2024-11-10,59.2,5.8,48,0,2.8
Tuvalu,Funafuti,-8.5167,179.2167,2024-11-10,84.7,9.2,75,75,0
Uganda,Kampala,0.3156,32.5656,2024-11-10,71.4,2.5,69,46,11.4
Ukraine,Kyiv,50.4333,30.5167,2024-11-10,43.4,4.5,62,32,1.1
United Arab Emirates,Abu Dhabi,24.4667,54.3667,2024-11-10,83.1,3.4,50,0,5.6
United Kingdom,London,51.5171,-0.1062,2024-11-10,46.6,2.9,87,75,0.1
United States of America,Washington Harbor,48.0792,-123.0439,2024-11-10,48,3.8,99,0,0
Uruguay,Montevideo,-34.8581,-56.1708,2024-11-10,57.4,9.6,94,0,0
Uzbekistan,Tashkent,41.3167,69.25,2024-11-10,57.4,4.3,47,0,1.9
Vanuatu,Port Vila,-17.7333,168.3167,2024-11-10,73.8,11.4,89,25,0
Venezuela,Caracas,10.5,-66.9167,2024-11-10,64.3,2.2,97,72,0
Vietnam,Hanoi,21.0333,105.85,2024-11-10,88,2.2,36,0,0.9
Yemen,Sanaa,15.3547,44.2067,2024-11-10,66.9,2.7,26,0,10.1
Zambia,Lusaka,-15.4167,28.2833,2024-11-10,89.3,9.8,23,7,12.6
Zimbabwe,Harare,-17.8178,31.0447,2024-11-10,84.7,9.4,26,8,12.2
Afghanistan,Kabul,34.5167,69.1833,2024-11-11,61.3,2.2,31,5,3.1
Albania,Tirana,41.3275,19.8189,2024-11-11,53.8,4.9,58,75,0.8
Algeria,Algiers,36.7631,3.0506,2024-11-11,64.9,8.9,76,95,1.1
Andorra,Andorra La Vella,42.5,1.5167,2024-11-11,43.4,8.1,76,70,0.5
Angola,Luanda,-8.8383,13.2344,2024-11-11,79.2,2.7,84,75,7.7
Antigua and Barbuda,Saint John's,17.1167,-61.85,2024-11-11,79.3,13.6,89,50,0
Argentina,Buenos Aires,-34.5875,-58.6725,2024-11-11,57.7,5.6,94,75,0
Armenia,Yerevan,40.1811,44.5136,2024-11-11,53.9,4,31,66,2.4
Australia,Canberra,-35.2833,149.2167,2024-11-11,58.3,8.9,74,10,0
Austria,Vienna,48.2,16.3667,2024-11-11,39.6,2.2,87,75,0.8
Azerbaijan,Baku,40.3953,49.8822,2024-11-11,59,3.1,67,50,2
Bahamas,Nassau,25.0833,-77.35,2024-11-11,79.1,15.2,94,78,0
Bahrain,Manama,26.2361,50.5831,2024-11-11,84.2,7.8,70,25,5.3
Bangladesh,Dhaka,23.7231,90.4086,2024-11-11,88.3,5.8,39,3,2.2
Barbados,Bridgetown,13.1,-59.6167,2024-11-11,79.5,11,89,75,0
Belarus,Minsk,53.9,27.5667,2024-11-11,41.9,4,65,9,0.7
Belgium,Brussels,50.8333,4.3333,2024-11-11,50,10.1,100,75,0.1
Belize,Belmopan,17.25,-88.7667,2024-11-11,70.9,2.2,99,100,0
Benin,Porto-Novo,6.4833,2.6167,2024-11-11,84.9,5.1,65,79,4
Bhutan,Thimphu,27.4833,89.6,2024-11-11,55.4,6,45,79,2.4
Bolivia,Sucre,-19.0431,-65.2592,2024-11-11,57.2,2.5,73,11,0
Bosnia and Herzegovina,Sarajevo,43.85,18.3833,2024-11-11,41.2,2.7,57,9,1.2
Botswana,Gaborone,-24.6464,25.9119,2024-11-11,75.3,10.5,61,78,10.2
Brazil,Bras,-2.0833,-58.1667,2024-11-11,75.7,2.7,70,11,0
Brunei Darussalam,Bandar Seri Begawan,4.8833,114.9333,2024-11-11,86,3.6,75,75,0.8
Bulgaria,Sofia,42.6833,23.3167,2024-11-11,39.1,3.1,71,80,1.5
Burkina Faso,Ouagadougou,12.3703,-1.5247,2024-11-11,80.6,13.2,28,0,3.1
Burundi,Bujumbura,-3.3761,29.36,2024-11-11,77.4,3.8,69,78,11.2
Madagascar,Ivory,-24.3667,46.45,2024-11-11,99.3,3.1,25,10,12.4
Cape Verde,Praia,14.9315,-23.5125,2024-11-11,77.5,11.9,57,75,0.5
Cambodia,Phnom Penh,11.55,104.9167,2024-11-11,88,6,59,35,1
Cameroon,Ngaoundere,7.3167,13.5833,2024-11-11,79.2,7.8,29,13,6.9
Canada,Ottawa,45.4167,-75.7,2024-11-11,46.9,11.6,100,100,0
Central African Republic,Bangui,4.3667,18.5833,2024-11-11,82.3,3.1,67,70,1.1
Chad,N'djamena,12.1131,15.0492,2024-11-11,87.1,12.5,18,4,5.7
Chile,Santiago,-33.45,-70.6667,2024-11-11,51.6,2.2,60,3,0
China,Beijing,39.9289,116.3883,2024-11-11,54,2.2,71,0,0
Bulgaria,Bogot,43.3167,24.7,2024-11-11,39.4,5.4,94,100,0.6
Comoros,Moroni,-11.7042,43.2403,2024-11-11,81.9,7.6,72,74,13.3
Congo,Brazzaville,-4.2592,15.2847,2024-11-11,75.7,2.7,88,76,2.2
Costa Rica,San Ignacio,9.8,-84.1667,2024-11-11,58.5,2.2,99,100,0
Croatia,Zagreb,45.8,16,2024-11-11,43.3,2.7,75,25,1
Cuba,Havana,23.1319,-82.3642,2024-11-11,77.9,9.2,92,69,0
Cyprus,Nicosia,35.1667,33.3667,2024-11-11,70,6.3,78,50,3
Czech Republic,Prague,50.0833,14.4667,2024-11-11,39.8,2.2,53,7,0.7
Democratic Republic of Congo,Kinshasa,-4.3,15.3,2024-11-11,75.1,2.5,89,73,2.3
Denmark,Copenhagen,55.6667,12.5833,2024-11-11,48.7,8.3,93,100,0.1
Djibouti,Djibouti,11.595,43.1481,2024-11-11,85.6,13.4,55,7,9.1
Dominica,Roseau,15.3,-61.4,2024-11-11,80.1,5.8,78,81,0
Dominican Republic,Santo Domingo,18.4667,-69.9,2024-11-11,75.6,6.7,100,75,0
Ecuador,Quito,-0.2167,-78.5,2024-11-11,51.8,2.2,84,28,0
Egypt,Cairo,30.05,31.25,2024-11-11,70,6.5,53,0,4.2
El Salvador,San Salvador,13.7086,-89.2031,2024-11-11,68.4,2.7,97,100,0
Equatorial Guinea,Malabo,3.75,8.7833,2024-11-11,84.6,2.9,84,50,5.9
Eritrea,Asmara,15.3333,38.9333,2024-11-11,64.5,7.8,61,9,9.5
Estonia,Tallinn,59.4339,24.7281,2024-11-11,39.9,9.8,93,100,0.3
Swaziland,Mbabane,-26.3167,31.1333,2024-11-11,75.6,6.9,56,86,3.9
Ethiopia,Addis Ababa,9.0333,38.7,2024-11-11,68.5,4.7,49,50,11.3
Fiji Islands,Suva,-18.1333,178.4167,2024-11-11,75.7,11,83,75,0
Finland,Helsinki,60.1756,24.9342,2024-11-11,41.4,10.1,81,75,0.3
France,Paris,48.8667,2.3333,2024-11-11,50.7,4.5,94,75,0.4
Gabon,Libreville,0.3833,9.45,2024-11-11,81,2.9,89,50,4.7
Gambia,Banjul,13.4531,-16.5775,2024-11-11,80.3,12.1,41,0,0.8
Georgia,Tbilisi,41.725,44.7908,2024-11-11,55.6,4.3,51,0,2.2
Germany,Berlin,52.5167,13.4,2024-11-11,41.6,4.9,78,86,0.1
Ghana,Accra,5.55,-0.2167,2024-11-11,82.4,6.7,84,25,3.6
Greece,Athens,37.9795,23.7162,2024-11-11,59.7,7.2,51,25,2.2
Grenada,Saint George's,12.05,-61.75,2024-11-11,80.6,8.1,84,25,0
Guatemala,Guatemala City,14.6211,-90.5269,2024-11-11,62.6,3.6,94,50,0
Guinea,Conakry,9.5092,-13.7122,2024-11-11,81,7.4,89,0,1.4
Guinea-Bissau,Bissau,11.85,-15.5833,2024-11-11,80.3,9.2,47,5,1
Guyana,Georgetown,6.8,-58.1667,2024-11-11,77,4.9,100,50,0
Haiti,Port-Au-Prince,18.5392,-72.335,2024-11-11,69.7,6,95,33,0
Vatican City,Vatican City,41.904,12.453,2024-11-11,57.4,5.8,94,25,0.8
Honduras,Tegucigalpa,14.1,-87.2167,2024-11-11,59.3,3.6,97,62,0
Hungary,Budapest,47.5,19.0833,2024-11-11,44.3,2.2,42,3,0.9
Iceland,Vestmannaeyjar,63.365,-20.2075,2024-11-11,46.9,23,93,100,0
India,New Delhi,28.6,77.2,2024-11-11,88,2.7,38,0,2.5
Indonesia,Jakarta,-6.2146,106.8451,2024-11-11,88.8,8.7,59,83,1
Iran,Tehran,35.7261,51.3304,2024-11-11,61.2,4.9,33,12,3.7
Iraq,Baghdad,33.3386,44.3939,2024-11-11,79.1,13,36,30,3.2
Ireland,Dublin,53.3331,-6.2489,2024-11-11,44.4,2.5,89,30,0.1
Israel,Jerusalem,31.78,35.23,2024-11-11,64.5,9.4,55,84,4.2
Italy,Rome,41.9,12.4833,2024-11-11,57.4,5.8,94,25,0.8
Jamaica,Port Royal,17.9333,-76.85,2024-11-11,80.6,2.9,84,25,0
Japan,Tokyo,35.6895,139.6917,2024-11-11,66.9,6,69,2,0
Jordan,Amman,31.95,35.9333,2024-11-11,64.6,9.6,60,50,4.3
Kazakhstan,Astana,51.1811,71.4278,2024-11-11,21.4,10.5,86,75,0.7
Kenya,Nairobi,-1.2833,36.8167,2024-11-11,75.1,11.2,48,74,12.7
Kiribati,Tarawa,-0.8833,169.5333,2024-11-11,82.9,14.3,63,17,0
Kuwait,Kuwait City,29.3667,47.96,2024-11-11,85.2,2.2,32,0,4.6
Kyrghyzstan,Bishkek,42.8731,74.6003,2024-11-11,47.3,3.6,53,11,1.4
Indonesia,Laos,-8.1826,114.3188,2024-11-11,82.5,4,76,78,1.1
Latvia,Riga,56.95,24.1,2024-11-11,39.9,7.4,68,28,0.4
Lebanon,Beirut,33.8719,35.5097,2024-11-11,73.8,15.9,57,75,3.6
Lesotho,Maseru,-29.3167,27.4833,2024-11-11,74,10.5,36,8,11.4
Liberia,Monrovia,6.3106,-10.8047,2024-11-11,81.1,4.7,89,75,2.1
Thailand,Nan,18.7833,100.7833,2024-11-11,88.2,2.2,52,0,1.5
Liechtenstein,Vaduz,47.1333,9.5167,2024-11-11,39.4,2.2,93,100,0.8
Lithuania,Vilnius,54.6833,25.3167,2024-11-11,40.3,5.4,65,26,0.6
Luxembourg,Luxembourg,49.6117,6.13,2024-11-11,45.1,2.2,100,75,0.5
Madagascar,Antananarivo,-18.9167,47.5167,2024-11-11,84.9,5.1,40,37,13.8
Malawi,Lilongwe,-13.9833,33.7833,2024-11-11,88.9,10.7,33,46,12.4
Malaysia,Kuala Lumpur,3.1667,101.7,2024-11-11,90.1,4.3,71,25,2.4
Maldives,Dhidhdhoo,6.8833,73.1,2024-11-11,83.4,5.6,67,25,7.5
Mali,Bamako,12.65,-8,2024-11-11,81.1,7.4,34,0,2.1
Malta,Valletta,35.8997,14.5147,2024-11-11,66.7,12.8,88,25,0.4
Marshall Islands,Majuro,7.1,171.3833,2024-11-11,84.9,10.3,79,100,0
Mauritania,Nouakchott,18.0864,-15.9753,2024-11-11,77.6,12.8,27,0,0.8
Mauritius,Port Louis,-20.1619,57.4989,2024-11-11,83.1,14.5,70,50,12.3
Mexico,Mexico City,19.4285,-99.1277,2024-11-11,53.8,2.5,47,0,0
Micronesia,Palikir,6.9167,158.15,2024-11-11,80.8,15.7,89,100,0
Iran,Chi Chi Khvar,36.2625,46.59,2024-11-11,45.9,5.4,88,100,0.3
Monaco,Monaco,43.7333,7.4167,2024-11-11,61.9,2.2,43,3,0.9
Mongolia,Ulaanbaatar,47.9167,106.9167,2024-11-11,17.5,4.5,74,15,0
Montenegro,Podgorica,42.4411,19.2636,2024-11-11,54,6.5,38,0,1.3
Morocco,Rabat,34.0253,-6.8361,2024-11-11,68.3,2.2,62,2,0.7
Mozambique,Maputo,-25.9653,32.5892,2024-11-11,77.5,4.5,89,75,2.4
Myanmar,Yangon,16.7833,96.1667,2024-11-11,86.6,3.4,65,35,2.1
Namibia,Windhoek,-22.5717,17.0822,2024-11-11,78.1,13.9,10,38,10.6
Turkey,Yaren,39.55,27.6167,2024-11-11,53.6,7.2,77,94,1.8
Nepal,Kathmandu,27.7167,85.3167,2024-11-11,68,4.3,61,80,2.3
Netherlands,Amsterdam,52.374,4.8897,2024-11-11,52.5,12.8,82,25,0.3
New Zealand,Wellington,-41.3,174.7833,2024-11-11,51.3,13.2,71,37,0
Nicaragua,Managua,12.1508,-86.2683,2024-11-11,71.2,3.4,91,73,0
Niger,Niamey,13.5167,2.1167,2024-11-11,79.3,14.1,24,0,3.6
Nigeria,Abuja,9.1758,7.1808,2024-11-11,82.8,6.3,62,0,4.9
North Korea,Pyongyang,39.0194,125.7547,2024-11-11,56.6,3.6,61,5,0
Macedonia,Skopje,42,21.4333,2024-11-11,41.4,2.2,87,75,0.9
Norway,Oslo,59.9167,10.75,2024-11-11,39.2,2.2,93,75,0.1
Oman,Muscat,23.6133,58.5933,2024-11-11,88.5,6.5,43,0,6
Pakistan,Islamabad,33.7,73.1667,2024-11-11,80,6.3,32,5,1.9
Palau,Airai,7.3575,134.5578,2024-11-11,86.7,2.2,75,75,0.4
Bolivia,National,-11.1833,-67.0833,2024-11-11,72.7,2.2,94,62,0
Panama,Panama City,8.9667,-79.5333,2024-11-11,78.8,9.4,89,50,0
Papua New Guinea,Port Moresby,-9.4647,147.1925,2024-11-11,80.8,4.7,89,75,0
Paraguay,Aurora,-23.4333,-61.3333,2024-11-11,75.2,6.9,44,5,0
Peru,Lima,-12.05,-77.05,2024-11-11,62.1,6.9,88,70,0
Philippines,Manila,14.6042,120.9822,2024-11-11,82.3,14.3,81,76,0.1
Poland,Warsaw,52.25,21,2024-11-11,40.1,6.5,60,3,0.7
Portugal,Lisbon,38.7167,-9.1333,2024-11-11,63,6,88,25,0.4
Qatar,Doha,25.2867,51.5333,2024-11-11,85.4,3.1,46,0,5.7
Romania,Bucharest,44.4333,26.1,2024-11-11,46,14.1,59,89,0.2
Russia,Moscow,55.7522,37.6156,2024-11-11,36.3,2.5,63,58,0.7
Rwanda,Kigali,-1.9536,30.0606,2024-11-11,75.9,3.1,61,50,11.6
Saint Kitts and Nevis,Basseterre,17.3,-62.7167,2024-11-11,82.8,14.3,74,81,0
Saint Lucia,Castries,14,-61,2024-11-11,79.2,7.4,89,75,0
Saint Vincent and the Grenadines,Kingstown,13.1333,-61.2167,2024-11-11,82.6,12.8,75,79,0
Samoa,Apia,-13.8333,-171.7333,2024-11-11,79.2,15.7,89,75,0
San Marino,San Marino,43.9333,12.45,2024-11-11,54.6,7.8,65,22,1
Belgium,'S Gravenjansdijk,51.25,3.6333,2024-11-11,50.2,13.9,94,0,0.3
Saudi Arabia,Riyadh,24.6408,46.7728,2024-11-11,82.9,6.7,27,0,6.1
Senegal,Dakar,14.6708,-17.4381,2024-11-11,82.8,13.4,55,0,0.7
Serbia,Belgrade,44.804,20.4651,2024-11-11,45.2,3.6,63,42,0.5
Seychelles Islands,Victoria,-4.6167,55.45,2024-11-11,82.5,13.2,76,76,12.4
Sierra Leone,Freetown,8.49,-13.2342,2024-11-11,79.3,4.3,84,75,1.5
Singapore,Singapore,1.2931,103.8558,2024-11-11,80.8,3.1,84,25,1.4
Slovakia,Bratislava,48.15,17.1167,2024-11-11,41,3.1,51,0,0.9
Slovenia,Ljubljana,46.0553,14.5144,2024-11-11,39.4,2.5,75,100,1
Solomon Islands,Honiara,-9.4333,159.95,2024-11-11,79.4,4,85,73,0
Somalia,Mogadishu,2.0667,45.3667,2024-11-11,86.4,10.1,79,50,10
South Africa,Pretoria,-25.7469,28.188,2024-11-11,66.4,7.6,73,75,10.6
South Korea,Seoul,37.5664,126.9997,2024-11-11,62.6,2.2,59,0,0
Sudan,Juba,12.15,24.45,2024-11-11,82.9,21,19,10,7.7
Spain,Madrid,40.4,-3.6833,2024-11-11,54,4,82,0,0.6
Sri Lanka,Colombo,6.9319,79.8478,2024-11-11,84.5,14.3,69,15,5.4
Sudan,Khartoum,15.5881,32.5342,2024-11-11,87.8,16.8,28,7,7.9
Suriname,Paramaribo,5.8333,-55.1667,2024-11-11,73.8,5.8,100,25,0
Sweden,Stockholm,59.3333,18.05,2024-11-11,41.5,5.1,100,75,0.1
Switzerland,Bern,46.9167,7.4667,2024-11-11,45,2.7,81,75,0.7
Syria,Damascus,33.5,36.3,2024-11-11,66.4,3.4,56,50,3.9
Tajikistan,Dushanbe,38.56,68.7739,2024-11-11,54.6,2.2,58,85,2.1
Tanzania,Dodoma,-6.1833,35.75,2024-11-11,86.7,7.8,31,12,12.6
Thailand,Bangkok,13.75,100.5167,2024-11-11,91.8,8.3,47,25,1.6
Timor-Leste,Dili,-8.5586,125.5736,2024-11-11,82.7,8.3,64,5,0.4
Vietnam,Ban Lom,21.1333,104.7,2024-11-11,82.7,2.5,61,16,1.1
Tonga,Nuku`Aloia,-21.1333,-175.2,2024-11-11,74.1,23.3,94,100,0
Trinidad and Tobago,Port Of Spain,10.65,-61.5167,2024-11-11,80.6,7.8,89,25,0
Tunisia,Tunis,36.8028,10.1797,2024-11-11,66.4,6.5,78,50,1
Turkey,Ankara,39.9272,32.8644,2024-11-11,53.8,2.2,44,75,2
Turkmenistan,Ashgabat,37.95,58.3833,2024-11-11,64.6,6.7,42,0,2.8
Tuvalu,Funafuti,-8.5167,179.2167,2024-11-11,84.7,8.1,84,25,0
Uganda,Kampala,0.3156,32.5656,2024-11-11,82.9,2.2,46,88,11.7
Ukraine,Kyiv,50.4333,30.5167,2024-11-11,41.5,3.8,73,87,0.5
United Arab Emirates,Abu Dhabi,24.4667,54.3667,2024-11-11,83.7,6.5,55,0,5.6
United Kingdom,London,51.5171,-0.1062,2024-11-11,46.4,7.2,93,0,0.2
United States of America,Washington Harbor,48.0792,-123.0439,2024-11-11,47.3,11.4,100,100,0
Uruguay,Montevideo,-34.8581,-56.1708,2024-11-11,63,6,100,100,0
Uzbekistan,Tashkent,41.3167,69.25,2024-11-11,54,4.3,58,0,1.7
Vanuatu,Port Vila,-17.7333,168.3167,2024-11-11,75.4,11.2,83,25,0
Venezuela,Caracas,10.5,-66.9167,2024-11-11,63.9,2.2,92,18,0
Vietnam,Hanoi,21.0333,105.85,2024-11-11,90,3.8,43,0,0.8
Yemen,Sanaa,15.3547,44.2067,2024-11-11,66.5,2.7,25,0,9.8
Zambia,Lusaka,-15.4167,28.2833,2024-11-11,91.3,7.2,26,14,11.5
Zimbabwe,Harare,-17.8178,31.0447,2024-11-11,86.7,8.9,24,5,10.7
Afghanistan,Kabul,34.5167,69.1833,2024-11-12,59,2.9,19,6,3.2
Albania,Tirana,41.3275,19.8189,2024-11-12,52,4.9,71,0,1
Algeria,Algiers,36.7631,3.0506,2024-11-12,59.5,8.1,88,75,1
Andorra,Andorra La Vella,42.5,1.5167,2024-11-12,36.6,5.4,77,85,0.6
Angola,Luanda,-8.8383,13.2344,2024-11-12,80.6,2.2,74,75,2.7
Antigua and Barbuda,Saint John's,17.1167,-61.85,2024-11-12,81.1,15.7,84,50,0
Argentina,Buenos Aires,-34.5875,-58.6725,2024-11-12,50.7,4.9,87,0,0
Armenia,Yerevan,40.1811,44.5136,2024-11-12,48.7,4.3,66,50,2.4
Australia,Canberra,-35.2833,149.2167,2024-11-12,56.2,4.9,93,86,0
Austria,Vienna,48.2,16.3667,2024-11-12,37.9,2.2,81,75,0.6
Azerbaijan,Baku,40.3953,49.8822,2024-11-12,54,18.8,67,100,1.1
Bahamas,Nassau,25.0833,-77.35,2024-11-12,78.8,4.9,89,25,0
Bahrain,Manama,26.2361,50.5831,2024-11-12,82.8,7.2,58,0,5.3
Bangladesh,Dhaka,23.7231,90.4086,2024-11-12,87.5,5.4,38,0,2.2
Barbados,Bridgetown,13.1,-59.6167,2024-11-12,84.6,16.8,79,50,0
Belarus,Minsk,53.9,27.5667,2024-11-12,40.4,4.5,65,16,0.6
Belgium,Brussels,50.8333,4.3333,2024-11-12,48.7,13.4,81,75,0.2
Belize,Belmopan,17.25,-88.7667,2024-11-12,70.4,3.1,99,100,0
Benin,Porto-Novo,6.4833,2.6167,2024-11-12,82.8,2.2,84,25,4.2
Bhutan,Thimphu,27.4833,89.6,2024-11-12,53.9,6.3,49,5,2.2
Bolivia,Sucre,-19.0431,-65.2592,2024-11-12,57.6,3.1,71,76,0
Bosnia and Herzegovina,Sarajevo,43.85,18.3833,2024-11-12,37.9,2.9,100,50,1.3
Botswana,Gaborone,-24.6464,25.9119,2024-11-12,72.1,11,73,50,7.8
Brazil,Bras,-2.0833,-58.1667,2024-11-12,76.1,2.9,75,8,0
Brunei Darussalam,Bandar Seri Begawan,4.8833,114.9333,2024-11-12,86.2,6.5,70,75,0.8
Bulgaria,Sofia,42.6833,23.3167,2024-11-12,36,2.2,93,100,1.5
Burkina Faso,Ouagadougou,12.3703,-1.5247,2024-11-12,79,10.7,32,0,3
Burundi,Bujumbura,-3.3761,29.36,2024-11-12,82.8,2.2,58,37,11
Madagascar,Ivory,-24.3667,46.45,2024-11-12,97.6,5.4,31,12,12.5
Cape Verde,Praia,14.9315,-23.5125,2024-11-12,75.4,12.5,50,0,0.5
Cambodia,Phnom Penh,11.55,104.9167,2024-11-12,92.1,3.8,56,50,1.1
